pairblock,pair,block,water.yr,ecosite,plot,x,y,wspg,c3pg,forb,total.mass,wyr.ppt,f.ppt,cs.ppt,gs.ppt,sp.ppt,lag.wyr,lag.f,lag.cs,lag.gs,lag2.f,lag2.cs,lag2.gs,lag.mass,total.mass.dm,wspg.dm,c3pg.dm,forb.dm
1_8,1,8,2016,Loamy,1,526644,4522235,286.05125,415.3525,31.6875,856.8775,244.8170203,62.51031882,71.374,110.9327015,103.2912007,383.439074,66.85243249,60.198,256.3886415,166.3599442,182.3887491,182.3887491,1212.555833,-306.3946212,-80.88670455,53.84875,-255.9441288
1_8,1,8,2017,Loamy,1,526644,4522235,496.82375,566.4525,154.05875,1404.8275,325.7897742,86.60349833,55.88,183.3062759,156.6019561,244.8170203,62.51031882,71.374,110.9327015,66.85243249,256.3886415,256.3886415,856.8775,241.5553788,129.8857955,204.94875,-133.5728788
1_8,1,8,2018,Loamy,1,526644,4522235,248.78,227.85875,55.165,702.41125,322.7169922,86.29310613,53.34,183.083886,175.3598796,325.7897742,86.60349833,55.88,183.3062759,62.51031882,110.9327015,110.9327015,1404.8275,-460.8608712,-118.1579545,-133.645,-232.4666288
1_8,1,8,2019,Loamy,1,526644,4522235,234.525,386.0475,479.2375,1318.715,356.481948,20.84022677,72.54748543,263.0942357,299.3973209,322.7169922,86.29310613,53.34,183.083886,86.60349833,183.3062759,183.3062759,702.41125,155.4428788,-132.4129545,24.54375,191.6058712
1_8,1,8,2020,Loamy,1,526644,4522235,68.64,300.99875,20.08125,490.60375,299.1493947,51.00205175,79.81046593,168.336877,192.7732885,356.481948,20.84022677,72.54748543,263.0942357,86.29310613,183.083886,183.083886,1318.715,-672.6683712,-298.2979545,-60.505,-267.5503788
1_8,1,8,2021,Loamy,1,526644,4522235,314.52875,514.56375,330.75375,1480.9275,377.543933,24.64584094,112.7619569,240.1361351,265.1071982,299.1493947,51.00205175,79.81046593,168.336877,20.84022677,263.0942357,263.0942357,490.60375,317.6553788,-52.40920455,153.06,43.12212121
1_8,1,8,2022,Loamy,1,526644,4522235,69.9925,120.24,20.895,361.1975,288.8247888,37.9652161,66.31326659,184.5463061,102.0520942,377.543933,24.64584094,112.7619569,240.1361351,51.00205175,168.336877,168.336877,1480.9275,-802.0746212,-296.9454545,-241.26375,-266.7366288
1_8,1,8,2023,Loamy,1,526644,4522235,757.01375,300.82375,1615.25375,2815.43125,473.3536377,57.00458859,48.514,367.8350491,245.714038,288.8247888,37.9652161,66.31326659,184.5463061,24.64584094,240.1361351,240.1361351,361.1975,1652.159129,390.0757955,-60.68,1327.622121
1_9,1,9,2013,Loamy,1,525801.5,4520475,414.07375,237.48,33.0975,705.44,269.0812349,70.81656121,26.416,171.8486736,119.3334531,193.4931243,80.90750604,18.288,94.29761831,5.330572445,233.5470745,233.5470745,NA,-528.0609091,-128.6239773,-81.58568182,-170.7
1_9,1,9,2014,Loamy,1,525801.5,4520475,503.28,359.4475,18.02875,1183.89625,444.1841288,184.2565867,76.2,183.7275421,130.1628657,269.0812349,70.81656121,26.416,171.8486736,80.90750604,94.29761831,94.29761831,705.44,-49.60465909,-39.41772727,40.38181818,-185.76875
1_9,1,9,2015,Loamy,1,525801.5,4520475,791.95375,659.695,69.62625,1994.27875,376.607375,71.62642765,60.198,244.7829474,222.7324755,444.1841288,184.2565867,76.2,183.7275421,70.81656121,171.8486736,171.8486736,1183.89625,760.7778409,249.2560227,340.6293182,-134.17125
1_9,1,9,2016,Loamy,1,525801.5,4520475,229.67375,174.03875,16.2125,717.54625,239.0768371,59.95428007,71.374,107.7485571,105.16366,376.607375,71.62642765,60.198,244.7829474,184.2565867,183.7275421,183.7275421,1994.27875,-515.9546591,-313.0239773,-145.0269318,-187.585
1_9,1,9,2017,Loamy,1,525801.5,4520475,611.46,291.8375,71.0425,978.74,316.1914701,63.10310657,55.88,197.2083636,157.4426647,239.0768371,59.95428007,71.374,107.7485571,71.62642765,244.7829474,244.7829474,717.54625,-254.7609091,68.76227273,-27.22818182,-132.755
1_9,1,9,2018,Loamy,1,525801.5,4520475,476.7725,255.51,22.26875,1106.26,321.9896744,81.08021992,53.34,187.5694545,179.3692676,316.1914701,63.10310657,55.88,197.2083636,59.95428007,107.7485571,107.7485571,978.74,-127.2409091,-65.92522727,-63.55568182,-181.52875
1_9,1,9,2019,Loamy,1,525801.5,4520475,505.48,550.5225,252.01875,1353.6075,350.1300961,20.47506272,76.40073214,253.2543013,296.0031568,321.9896744,81.08021992,53.34,187.5694545,63.10310657,197.2083636,197.2083636,1106.26,120.1065909,-37.21772727,231.4568182,48.22125
1_9,1,9,2020,Loamy,1,525801.5,4520475,200.36875,99.345,40.85625,340.66375,285.7805306,35.63896562,79.88535313,170.2562119,199.8382234,350.1300961,20.47506272,76.40073214,253.2543013,81.08021992,187.5694545,187.5694545,1353.6075,-892.8371591,-342.3289773,-219.7206818,-162.94125
1_9,1,9,2021,Loamy,1,525801.5,4520475,777.40375,461.73125,265.08875,1773.18,391.2615549,23.80488272,112.708307,254.7483652,286.6236674,285.7805306,35.63896562,79.88535313,170.2562119,20.47506272,253.2543013,253.2543013,340.66375,539.6790909,234.7060227,142.6655682,61.29125
1_9,1,9,2022,Loamy,1,525801.5,4520475,177.13375,80.05,69.1125,326.29625,283.1270204,35.98093152,65.95430815,181.1917807,107.0992472,391.2615549,23.80488272,112.708307,254.7483652,35.63896562,170.2562119,170.2562119,1773.18,-907.2046591,-365.5639773,-239.0156818,-134.685
1_9,1,9,2023,Loamy,1,525801.5,4520475,1282.075,340.065,1384.42,3088.60125,447.7628033,46.56090411,48.514,352.6878992,248.6171628,283.1270204,35.98093152,65.95430815,181.1917807,23.80488272,254.7483652,254.7483652,326.29625,1855.100341,739.3772727,20.99931818,1180.6225
2_1,2,1,2013,Loamy,2,520012.5,4520800,760.00125,37.40375,28.6575,859.0275,267.9032674,72.02957013,26.416,169.4576973,122.7574962,194.9114567,89.04747001,18.288,87.57598671,10.61764969,214.1963342,214.1963342,NA,-111.6265909,263.2154545,-105.3117045,-63.1875
2_1,2,1,2014,Loamy,2,520012.5,4520800,830.16875,15.94375,223.41875,1292.68,481.9718816,215.1505329,76.2,190.6213487,145.5792974,267.9032674,72.02957013,26.416,169.4576973,89.04747001,87.57598671,87.57598671,859.0275,322.0259091,333.3829545,-126.7717045,131.57375
2_1,2,1,2015,Loamy,2,520012.5,4520800,970.36625,67.61,32.2225,1187.455,409.1161779,69.78735015,60.198,279.1308277,249.4365732,481.9718816,215.1505329,76.2,190.6213487,72.02957013,169.4576973,169.4576973,1292.68,216.8009091,473.5804545,-75.10545455,-59.6225
2_1,2,1,2016,Loamy,2,520012.5,4520800,400.55125,53.21375,16.61625,824.78375,253.1565975,65.19017664,71.374,116.5924208,112.8844981,409.1161779,69.78735015,60.198,279.1308277,215.1505329,190.6213487,190.6213487,1187.455,-145.8703409,-96.23454545,-89.50170455,-75.22875
2_1,2,1,2017,Loamy,2,520012.5,4520800,321.705,176.19125,69.8975,819.46125,266.7124512,36.33683711,55.88,174.4956141,155.7633082,253.1565975,65.19017664,71.374,116.5924208,69.78735015,279.1308277,279.1308277,824.78375,-151.1928409,-175.0807955,33.47579545,-21.9475
2_1,2,1,2018,Loamy,2,520012.5,4520800,236.8725,45.47875,33.86,721.06875,302.0231917,83.45924608,53.34,165.2239456,161.3521196,266.7124512,36.33683711,55.88,174.4956141,65.19017664,116.5924208,116.5924208,819.46125,-249.5853409,-259.9132955,-97.23670455,-57.985
2_1,2,1,2019,Loamy,2,520012.5,4520800,466.11125,280.13125,135.33,1314.48375,362.0701852,15.41512638,87.05347235,259.6015865,295.9659539,302.0231917,83.45924608,53.34,165.2239456,36.33683711,174.4956141,174.4956141,721.06875,343.8296591,-30.67454545,137.4157955,43.485
2_1,2,1,2020,Loamy,2,520012.5,4520800,201.945,72.92625,2.72375,457.05,268.0352674,32.93635066,78.94980648,156.1491102,179.1566426,362.0701852,15.41512638,87.05347235,259.6015865,83.45924608,165.2239456,165.2239456,1314.48375,-513.6040909,-294.8407955,-69.78920455,-89.12125
2_1,2,1,2021,Loamy,2,520012.5,4520800,199.61125,360.5925,157.4025,1348.31,363.7533099,30.2586249,112.1468447,221.3478403,243.0368149,268.0352674,32.93635066,78.94980648,156.1491102,15.41512638,259.6015865,259.6015865,457.05,377.6559091,-297.1745455,217.8770455,65.5575
2_1,2,1,2022,Loamy,2,520012.5,4520800,80.48125,22.69875,24.35875,127.92875,232.233943,39.71265005,65.70796327,126.8133297,91.7444833,363.7533099,30.2586249,112.1468447,221.3478403,32.93635066,156.1491102,156.1491102,1348.31,-842.7253409,-416.3045455,-120.0167045,-67.48625
2_1,2,1,2023,Loamy,2,520012.5,4520800,996.83,437.68,285.8075,1724.94625,406.2848139,47.44656562,48.514,310.3242483,227.5766005,232.233943,39.71265005,65.70796327,126.8133297,30.2586249,221.3478403,221.3478403,127.92875,754.2921591,500.0442045,294.9645455,193.9625
2_10,2,10,2013,Sandy,2,526309.5,4518415,374.18,867.9075,41.24,1285.14375,263.913039,74.71359161,26.416,162.7834473,116.2282842,203.9921615,77.04962755,18.288,108.6545339,5.917438445,236.0027872,236.0027872,NA,-84.28852273,141.2860227,-0.615340909,-222.6631818
2_10,2,10,2014,Sandy,2,526309.5,4518415,305.56125,1270.47875,111.06875,1689.32875,459.0734403,179.6086379,76.2,203.2648023,138.3342393,263.913039,74.71359161,26.416,162.7834473,77.04962755,108.6545339,108.6545339,1285.14375,319.8964773,72.66727273,401.9559091,-152.8344318
2_10,2,10,2015,Sandy,2,526309.5,4518415,299.71,1088.8375,59.875,1448.4225,369.5165575,70.72256265,60.198,238.5959949,215.4102571,459.0734403,179.6086379,76.2,203.2648023,74.71359161,162.7834473,162.7834473,1689.32875,78.99022727,66.81602273,220.3146591,-204.0281818
2_10,2,10,2016,Sandy,2,526309.5,4518415,122.44,1249.89125,13.78875,1386.12,227.4234372,56.21969572,71.374,99.82974145,101.6141621,369.5165575,70.72256265,60.198,238.5959949,179.6086379,203.2648023,203.2648023,1448.4225,16.68772727,-110.4539773,381.3684091,-250.1144318
2_10,2,10,2017,Sandy,2,526309.5,4518415,129.37,885.93875,95.93375,1111.2425,291.5625122,54.17288636,55.88,181.5096259,150.7506762,227.4234372,56.21969572,71.374,99.82974145,70.72256265,238.5959949,238.5959949,1386.12,-258.1897727,-103.5239773,17.41590909,-167.9694318
2_10,2,10,2018,Sandy,2,526309.5,4518415,175.585,1196.9475,8.9475,1383.97,285.5972867,77.52124861,53.34,154.7360381,152.8031465,291.5625122,54.17288636,55.88,181.5096259,56.21969572,99.82974145,99.82974145,1111.2425,14.53772727,-57.30897727,328.4246591,-254.9556818
2_10,2,10,2019,Sandy,2,526309.5,4518415,116.62625,763.9225,495.9325,1376.48125,337.4308918,18.47821339,89.52803541,229.424643,284.0237705,285.5972867,77.52124861,53.34,154.7360381,54.17288636,181.5096259,181.5096259,1383.97,7.048977273,-116.2677273,-104.6003409,232.0293182
2_10,2,10,2020,Sandy,2,526309.5,4518415,77.88375,486.2925,19.93875,584.115,264.2528702,33.72732458,84.86317191,145.6623737,181.8120521,337.4308918,18.47821339,89.52803541,229.424643,77.52124861,154.7360381,154.7360381,1376.48125,-785.3172727,-155.0102273,-382.2303409,-243.9644318
2_10,2,10,2021,Sandy,2,526309.5,4518415,125.05,625.64625,1236.08125,2025.48625,479.6057996,24.70971795,112.300762,342.5953197,366.5008653,264.2528702,33.72732458,84.86317191,145.6623737,18.47821339,229.424643,229.424643,584.115,656.0539773,-107.8439773,-242.8765909,972.1780682
2_10,2,10,2022,Sandy,2,526309.5,4518415,138.81375,233.215,54.99,427.01875,279.272608,42.36790125,67.69658538,169.2081214,111.1048349,479.6057996,24.70971795,112.300762,342.5953197,33.72732458,145.6623737,145.6623737,2025.48625,-942.4135227,-94.08022727,-635.3078409,-208.9131818
2_10,2,10,2023,Sandy,2,526309.5,4518415,696.61375,884.67375,765.13875,2346.42625,459.5464706,46.2043322,48.514,364.8281384,270.7170147,279.272608,42.36790125,67.69658538,169.2081214,24.70971795,342.5953197,342.5953197,427.01875,976.9939773,463.7197727,16.15090909,501.2355682
2_2,2,2,2013,Loamy,2,520804.5,4518855,494.7345833,45.38916667,11.07833333,592.935,253.3780011,70.10737578,26.416,156.8546253,120.7439778,208.7824403,89.76248453,18.288,100.7319558,8.821238425,214.6110014,214.6110014,NA,-499.8337879,55.18655303,-277.3270076,-108.0643561
2_2,2,2,2014,Loamy,2,520804.5,4518855,475.9,458.0725,116.385,1299.94625,492.1747656,194.2912593,76.2,221.6835063,167.5099619,253.3780011,70.10737578,26.416,156.8546253,89.76248453,100.7319558,100.7319558,592.935,207.1774621,36.3519697,135.3563258,-2.757689394
2_2,2,2,2015,Loamy,2,520804.5,4518855,739.2125,101.65375,76.69125,1069.3275,402.6485339,71.98663825,60.198,270.4638956,243.2262206,492.1747656,194.2912593,76.2,221.6835063,70.10737578,156.8546253,156.8546253,1299.94625,-23.44128788,299.6644697,-221.0624242,-42.45143939
2_2,2,2,2016,Loamy,2,520804.5,4518855,446.23125,293.72,28.86,1615.52625,240.732071,59.91911337,71.374,109.4389576,107.3424341,402.6485339,71.98663825,60.198,270.4638956,194.2912593,221.6835063,221.6835063,1069.3275,522.7574621,6.683219697,-28.99617424,-90.28268939
2_2,2,2,2017,Loamy,2,520804.5,4518855,560.59875,109.59,30.2725,918.86125,298.6695354,46.7372063,55.88,196.0523291,164.1832494,240.732071,59.91911337,71.374,109.4389576,71.98663825,270.4638956,270.4638956,1615.52625,-173.9075379,121.0507197,-213.1261742,-88.87018939
2_2,2,2,2018,Loamy,2,520804.5,4518855,220.21125,151.7275,43.59375,806.8466667,301.7326888,88.21588162,53.34,160.1768072,156.9086788,298.6695354,46.7372063,55.88,196.0523291,59.91911337,109.4389576,109.4389576,918.86125,-285.9221212,-219.3367803,-170.9886742,-75.54893939
2_2,2,2,2019,Loamy,2,520804.5,4518855,507.30375,334.4275,228.955,1211.13625,348.00789,15.51029867,86.78147312,245.7161183,285.58108,301.7326888,88.21588162,53.34,160.1768072,46.7372063,196.0523291,196.0523291,806.8466667,118.3674621,67.7557197,11.71132576,109.8123106
2_2,2,2,2020,Loamy,2,520804.5,4518855,273.5525,231.2825,0.545,505.77,269.2999606,35.6903584,78.36557942,155.2440228,183.45448,348.00789,15.51029867,86.78147312,245.7161183,88.21588162,160.1768072,160.1768072,1211.13625,-586.9987879,-165.9955303,-91.43367424,-118.5976894
2_2,2,2,2021,Loamy,2,520804.5,4518855,275.6225,943.80875,27.3275,1502.37625,388.5004106,31.40641169,112.6366853,244.4573136,282.5880232,269.2999606,35.6903584,78.36557942,155.2440228,15.51029867,245.7161183,245.7161183,505.77,409.6074621,-163.9255303,621.0925758,-91.81518939
2_2,2,2,2022,Loamy,2,520804.5,4518855,101.55,161.61375,0,283.81125,234.1983805,48.11762582,65.83915939,120.2415953,95.83289275,388.5004106,31.40641169,112.6366853,244.4573136,35.6903584,155.2440228,155.2440228,1502.37625,-808.9575379,-337.9980303,-161.1024242,-119.1426894
2_2,2,2,2023,Loamy,2,520804.5,4518855,740.11125,718.5925,746.86125,2213.92,417.2132558,53.28789241,48.514,315.4113634,246.7907574,234.1983805,48.11762582,65.83915939,120.2415953,31.40641169,244.4573136,244.4573136,283.81125,1121.151212,300.5632197,395.8763258,627.7185606
2_3,2,3,2013,Loamy,2,521656.5,4517675,332.0891667,30.94583333,16.28,494.84625,258.4413523,74.74843965,26.416,157.2769127,119.9168497,208.9163153,89.68876768,18.288,100.9395476,9.072123265,209.9626007,209.9626007,NA,-441.1699242,-76.36310606,-135.3724242,-153.5112121
2_3,2,3,2014,Loamy,2,521656.5,4517675,369.405,142.42,184.6025,1012.6175,491.4824037,190.2252434,76.2,225.0571603,165.0551283,258.4413523,74.74843965,26.416,157.2769127,89.68876768,100.9395476,100.9395476,494.84625,76.60132576,-39.04727273,-23.89825758,14.81128788
2_3,2,3,2015,Loamy,2,521656.5,4517675,268.3575,171.34875,722.25875,1390.22625,402.96836,77.64501159,60.198,265.1253484,236.5353121,491.4824037,190.2252434,76.2,225.0571603,74.74843965,157.2769127,157.2769127,1012.6175,454.2100758,-140.0947727,5.030492424,552.4675379
2_3,2,3,2016,Loamy,2,521656.5,4517675,186.41625,90.34875,48.03375,795.9225,235.5090369,57.78236874,71.374,106.3526682,105.3342428,402.96836,77.64501159,60.198,265.1253484,190.2252434,225.0571603,225.0571603,1390.22625,-140.0936742,-222.0360227,-75.96950758,-121.7574621
2_3,2,3,2017,Loamy,2,521656.5,4517675,623.5204167,196.80125,163.4320833,1132.76625,297.2552378,44.46829193,55.88,196.9069459,161.1085204,235.5090369,57.78236874,71.374,106.3526682,77.64501159,265.1253484,265.1253484,795.9225,196.7500758,215.0681439,30.48299242,-6.359128788
2_3,2,3,2018,Loamy,2,521656.5,4517675,348.1016667,99.70125,157.58,1117.251667,300.9277367,87.02844787,53.34,160.5592889,159.9384775,297.2552378,44.46829193,55.88,196.9069459,57.78236874,106.3526682,106.3526682,1132.76625,181.2354924,-60.35060606,-66.61700758,-12.21121212
2_3,2,3,2019,Loamy,2,521656.5,4517675,405.14,149.8075,231.235,950.65625,340.8985842,13.27631375,88.95125936,238.6710111,282.3779377,300.9277367,87.02844787,53.34,160.5592889,44.46829193,196.9069459,196.9069459,1117.251667,14.64007576,-3.312272727,-16.51075758,61.44378788
2_3,2,3,2020,Loamy,2,521656.5,4517675,174.65875,114.645,1.3725,309.00875,303.7935808,40.98972145,79.01305714,183.7908022,191.6197442,340.8985842,13.27631375,88.95125936,238.6710111,87.02844787,160.5592889,160.5592889,950.65625,-627.0074242,-233.7935227,-51.67325758,-168.4187121
2_3,2,3,2021,Loamy,2,521656.5,4517675,513.865,308.1375,127.2125,1072.05125,421.5037426,25.85730016,115.3829598,280.2634826,312.332295,303.7935808,40.98972145,79.01305714,183.7908022,13.27631375,238.6710111,238.6710111,309.00875,136.0350758,105.4127273,141.8192424,-42.57871212
2_3,2,3,2022,Loamy,2,521656.5,4517675,196.8275,103.3125,39.35,341.205,239.3469495,52.12471026,66.04705994,121.1751793,93.6087612,421.5037426,25.85730016,115.3829598,280.2634826,40.98972145,183.7908022,183.7908022,1072.05125,-594.8111742,-211.6247727,-63.00575758,-130.4412121
2_3,2,3,2023,Loamy,2,521656.5,4517675,1074.59375,422.0325,176.34625,1679.62625,375.3344326,37.81357635,48.514,289.0068562,229.4166939,239.3469495,52.12471026,66.04705994,121.1751793,25.85730016,280.2634826,280.2634826,341.205,743.6100758,666.1414773,255.7142424,6.555037879
2_4,2,4,2013,Loamy,2,523516.5,4517390,366.9829167,65.68083333,248.9175,736.8366667,241.7613326,67.15897883,26.416,148.1863538,115.1466928,206.9697703,79.8715696,18.288,108.8102007,7.639427995,200.0051357,200.0051357,NA,-297.6320076,-201.0988258,-42.00844697,95.69943182
2_4,2,4,2014,Loamy,2,523516.5,4517390,648.45875,114.16625,185.94625,1188.27375,493.3048155,186.9331253,76.2,230.1716902,157.3210759,241.7613326,67.15897883,26.416,148.1863538,79.8715696,108.8102007,108.8102007,736.8366667,153.8050758,80.37700758,6.476969697,32.72818182
2_4,2,4,2015,Loamy,2,523516.5,4517390,827.88,179.69,267.07875,1417.40625,403.6793774,79.27013422,60.198,264.2112432,237.0740905,493.3048155,186.9331253,76.2,230.1716902,67.15897883,148.1863538,148.1863538,1188.27375,382.9375758,259.7982576,72.0007197,113.8606818
2_4,2,4,2016,Loamy,2,523516.5,4517390,314.6425,98.95875,18.28625,802.435,234.7533061,57.78443467,71.374,105.5948714,107.8282041,403.6793774,79.27013422,60.198,264.2112432,186.9331253,230.1716902,230.1716902,1417.40625,-232.0336742,-253.4392424,-8.730530303,-134.9318182
2_4,2,4,2017,Loamy,2,523516.5,4517390,545.32625,66.87125,89.34125,1188.875,296.0532109,51.19488232,55.88,188.9783285,149.4985169,234.7533061,57.78443467,71.374,105.5948714,79.27013422,264.2112432,264.2112432,802.435,154.4063258,-22.75549242,-40.8180303,-63.87681818
2_4,2,4,2018,Loamy,2,523516.5,4517390,239.49875,130.98125,17.29,572.84125,293.574668,82.90953345,53.34,157.3251345,157.0954162,296.0532109,51.19488232,55.88,188.9783285,57.78443467,105.5948714,105.5948714,1188.875,-461.6274242,-328.5829924,23.2919697,-135.9280682
2_4,2,4,2019,Loamy,2,523516.5,4517390,343.5575,171.61125,255.3075,956.94,332.6445605,14.29045499,91.18942098,227.1646845,276.5579606,293.574668,82.90953345,53.34,157.3251345,51.19488232,188.9783285,188.9783285,572.84125,-77.52867424,-224.5242424,63.9219697,102.0894318
2_4,2,4,2020,Loamy,2,523516.5,4517390,124.06125,37.06125,17.9825,192.70125,273.6855536,42.11702309,81.9340794,149.6344511,180.1002774,332.6445605,14.29045499,91.18942098,227.1646845,82.90953345,157.3251345,157.3251345,956.94,-841.7674242,-444.0204924,-70.6280303,-135.2355682
2_4,2,4,2021,Loamy,2,523516.5,4517390,1005.155,114.19875,269.16,1963.685,462.4990291,30.66402068,113.232763,318.6022454,349.7962026,273.6855536,42.11702309,81.9340794,149.6344511,14.29045499,227.1646845,227.1646845,192.70125,929.2163258,437.0732576,6.509469697,115.9419318
2_4,2,4,2022,Loamy,2,523516.5,4517390,362.4625,35.07,11.1275,409.07125,289.7492569,57.11895338,68.22467527,164.4056283,114.8187494,462.4990291,30.66402068,113.232763,318.6022454,42.11702309,149.6344511,149.6344511,1963.685,-625.3974242,-205.6192424,-72.6192803,-142.0905682
2_4,2,4,2023,Loamy,2,523516.5,4517390,1470.87375,170.2925,304.96125,1950.09,395.6793092,46.27548392,48.514,300.8898253,242.6941515,289.7492569,57.11895338,68.22467527,164.4056283,30.66402068,318.6022454,318.6022454,409.07125,915.6213258,902.7920076,62.6032197,151.7431818
2_5,2,5,2013,Loamy,2,525065,4515920,286.925,13.18625,66.87125,366.9825,248.2401299,69.3365281,26.416,152.4876018,115.0475511,205.6603426,78.57481571,18.288,108.7975269,7.939066777,217.4283438,217.4283438,NA,-482.5096591,-232.4725,-95.13954545,-96.29579545
2_5,2,5,2014,Loamy,2,525065,4515920,394.565,32.09,181.575,625.11625,465.9667232,170.2458319,76.2,219.5208914,142.8056862,248.2401299,69.3365281,26.416,152.4876018,78.57481571,108.7975269,108.7975269,366.9825,-224.3759091,-124.8325,-76.23579545,18.40795455
2_5,2,5,2015,Loamy,2,525065,4515920,943.5225,625.11375,174.375,1788.28625,395.0003881,71.04764247,60.198,263.7547457,231.8334277,465.9667232,170.2458319,76.2,219.5208914,69.3365281,152.4876018,152.4876018,625.11625,938.7940909,424.125,516.7879545,11.20795455
2_5,2,5,2016,Loamy,2,525065,4515920,512.9025,77.56625,33.6375,761.39375,221.6778726,54.60766274,71.374,95.69620986,101.1338262,395.0003881,71.04764247,60.198,263.7547457,170.2458319,219.5208914,219.5208914,1788.28625,-88.09840909,-6.495,-30.75954545,-129.5295455
2_5,2,5,2017,Loamy,2,525065,4515920,551.5825,37.53875,65.5925,666.6225,283.1924785,45.8919934,55.88,181.4204851,151.9810576,221.6778726,54.60766274,71.374,95.69620986,71.04764247,263.7547457,263.7547457,761.39375,-182.8696591,32.185,-70.78704545,-97.57454545
2_5,2,5,2018,Loamy,2,525065,4515920,341.62,147.86875,48.03375,658.47875,274.1279431,75.82167955,53.34,144.9662635,147.1509606,283.1924785,45.8919934,55.88,181.4204851,54.60766274,95.69620986,95.69620986,666.6225,-191.0134091,-177.7775,39.54295455,-115.1332955
2_5,2,5,2019,Loamy,2,525065,4515920,323.745,74.94375,482.8825,931.17875,337.228402,13.03139737,98.10791204,226.0890926,282.6897189,274.1279431,75.82167955,53.34,144.9662635,45.8919934,181.4204851,181.4204851,658.47875,81.68659091,-195.6525,-33.38204545,319.7154545
2_5,2,5,2020,Loamy,2,525065,4515920,201.58875,32.10375,7.32,241.09375,281.2944705,38.95732794,85.36125235,156.9758902,177.6118419,337.228402,13.03139737,98.10791204,226.0890926,75.82167955,144.9662635,144.9662635,931.17875,-608.3984091,-317.80875,-76.22204545,-155.8470455
2_5,2,5,2021,Loamy,2,525065,4515920,677.60125,100.08375,334.765,1374.40125,431.2962472,25.73483268,113.5023608,292.0590537,314.8588837,281.2944705,38.95732794,85.36125235,156.9758902,13.03139737,226.0890926,226.0890926,241.09375,524.9090909,158.20375,-8.242045455,171.5979545
2_5,2,5,2022,Loamy,2,525065,4515920,184.495,24.5625,24.515,233.5725,275.10387,47.14771426,67.10079024,160.8553655,111.611064,431.2962472,25.73483268,113.5023608,292.0590537,38.95732794,156.9758902,156.9758902,1374.40125,-615.9196591,-334.9025,-83.76329545,-138.6520455
2_5,2,5,2023,Loamy,2,525065,4515920,1294.825,26.52625,375.27,1697.2875,406.6919974,43.57314891,48.514,314.6048485,246.0841637,275.10387,47.14771426,67.10079024,160.8553655,25.73483268,292.0590537,292.0590537,233.5725,847.7953409,775.4275,-81.79954545,212.1029545
2_6,2,6,2013,Sandy,2,524273,4519600,305.9625,382.455,19.275,743.3475,252.9787883,69.89932485,26.416,156.6634634,116.6220418,193.5150503,82.89059643,18.288,92.33645384,4.043522243,218.474658,218.474658,NA,-684.7780682,62.56227273,-300.0495455,-381.6171591
2_6,2,6,2014,Sandy,2,524273,4519600,501.39875,898.45,42.785,1660.87125,462.2129317,184.8407838,76.2,201.1721478,148.7956405,252.9787883,69.89932485,26.416,156.6634634,82.89059643,92.33645384,92.33645384,743.3475,232.7456818,257.9985227,215.9454545,-358.1071591
2_6,2,6,2015,Sandy,2,524273,4519600,425.31,812.94375,19.98125,1451.58125,382.0491887,77.41970264,60.198,244.4314861,222.8418691,462.2129317,184.8407838,76.2,201.1721478,69.89932485,156.6634634,156.6634634,1660.87125,23.45568182,181.9097727,130.4392045,-380.9109091
2_6,2,6,2016,Sandy,2,524273,4519600,141.68,727.50625,43.66125,1088.635,232.1108041,57.53212072,71.374,103.2046834,103.9730613,382.0491887,77.41970264,60.198,244.4314861,184.8407838,201.1721478,201.1721478,1451.58125,-339.4905682,-101.7202273,45.00170455,-357.2309091
2_6,2,6,2017,Sandy,2,524273,4519600,140.13125,737.39625,100.21,1265.22125,306.9564327,56.15604015,55.88,194.9203925,148.7797322,232.1108041,57.53212072,71.374,103.2046834,77.41970264,244.4314861,244.4314861,1088.635,-162.9043182,-103.2689773,54.89170455,-300.6821591
2_6,2,6,2018,Sandy,2,524273,4519600,82.20875,787.44875,9.35125,941.9775,301.816868,79.42869302,53.34,169.0481749,166.8430596,306.9564327,56.15604015,55.88,194.9203925,57.53212072,103.2046834,103.2046834,1265.22125,-486.1480682,-161.1914773,104.9442045,-391.5409091
2_6,2,6,2019,Sandy,2,524273,4519600,160.12,357.3875,927.325,1511.11875,327.3863163,15.22567505,79.90564251,232.2549988,277.1526905,301.816868,79.42869302,53.34,169.0481749,56.15604015,194.9203925,194.9203925,941.9775,82.99318182,-83.28022727,-325.1170455,526.4328409
2_6,2,6,2020,Sandy,2,524273,4519600,40.5875,442.445,73.02,556.0525,266.7607957,30.12157402,82.19336431,154.4458573,189.8297572,327.3863163,15.22567505,79.90564251,232.2549988,79.42869302,169.0481749,169.0481749,1511.11875,-872.0730682,-202.8127273,-240.0595455,-327.8721591
2_6,2,6,2021,Sandy,2,524273,4519600,55.39375,1253.35875,813.0125,2184.2225,368.5335283,25.39560807,114.0119993,229.125921,260.8660539,266.7607957,30.12157402,82.19336431,154.4458573,15.22567505,232.2549988,232.2549988,556.0525,756.0969318,-188.0064773,570.8542045,412.1203409
