pairblock,pair,block,water.yr,ecosite,plot,x,y,wspg,c3pg,forb,total.mass,wyr.ppt,f.ppt,cs.ppt,gs.ppt,sp.ppt,lag.wyr,lag.f,lag.cs,lag.gs,lag2.f,lag2.cs,lag2.gs,lag.mass,total.mass.dm,wspg.dm,c3pg.dm,forb.dm
2_6,2,6,2022,Sandy,2,524273,4519600,18.35125,113.65375,168.86625,300.87125,245.1888347,38.14983803,66.64576939,140.3932273,98.08670501,368.5335283,25.39560807,114.0119993,229.125921,30.12157402,154.4458573,154.4458573,2184.2225,-1127.254318,-225.0489773,-568.8507955,-232.0259091
2_6,2,6,2023,Sandy,2,524273,4519600,806.25875,994.505,2192.32625,4005.4825,418.0126255,46.62538137,48.514,322.8732441,237.7838956,245.1888347,38.14983803,66.64576939,140.3932273,25.39560807,229.125921,229.125921,300.87125,2577.356932,562.8585227,312.0004545,1791.434091
2_7,2,7,2013,Loamy,2,524583.5,4521655,887.2825,49.17875,64.65125,1038.31625,279.4137684,73.42021425,26.416,179.5775541,122.0470551,218.1316842,92.10809279,18.288,107.7355914,4.545253229,223.4610481,223.4610481,NA,-93.98272727,289.4830682,-128.9389394,-172.2630303
2_7,2,7,2014,Loamy,2,524583.5,4521655,664.33375,164.2175,142.82375,1222.24125,440.5722432,179.8421246,76.2,184.5301186,133.7456996,279.4137684,73.42021425,26.416,179.5775541,92.10809279,107.7355914,107.7355914,1038.31625,89.94227273,66.53431818,-13.90018939,-94.0905303
2_7,2,7,2015,Loamy,2,524583.5,4521655,732.73,139.1008333,5.943333333,1045.57875,377.5745599,67.34565442,60.198,250.0309055,228.7715548,440.5722432,179.8421246,76.2,184.5301186,73.42021425,179.5775541,179.5775541,1222.24125,-86.72022727,134.9305682,-39.01685606,-230.970947
2_7,2,7,2016,Loamy,2,524583.5,4521655,298.0925,313.9025,87.92875,1324.02875,244.1008859,61.8831049,71.374,110.843781,108.6157034,377.5745599,67.34565442,60.198,250.0309055,179.8421246,184.5301186,184.5301186,1045.57875,191.7297727,-299.7069318,135.7848106,-148.9855303
2_7,2,7,2017,Loamy,2,524583.5,4521655,557.37125,225.23625,51.3975,837.10125,329.9427049,74.16386531,55.88,199.8988396,155.3786518,244.1008859,61.8831049,71.374,110.843781,67.34565442,250.0309055,250.0309055,1324.02875,-295.1977273,-40.42818182,47.11856061,-185.5167803
2_7,2,7,2018,Loamy,2,524583.5,4521655,234.72,154.59625,30.54125,557.365,309.5879185,82.14536357,53.34,174.1025549,169.6994987,329.9427049,74.16386531,55.88,199.8988396,61.8831049,110.843781,110.843781,837.10125,-574.9339773,-363.0794318,-23.52143939,-206.3730303
2_7,2,7,2019,Loamy,2,524583.5,4521655,526.2,181.1425,819.35625,1545.76625,350.5008215,18.75098806,73.74431532,258.0055181,299.4052824,309.5879185,82.14536357,53.34,174.1025549,74.16386531,199.8988396,199.8988396,557.365,413.4672727,-71.59943182,3.024810606,582.4419697
2_7,2,7,2020,Loamy,2,524583.5,4521655,209.905,273.5525,2.13375,485.74625,269.1536371,31.62532427,79.01076162,158.5175513,189.0189204,350.5008215,18.75098806,73.74431532,258.0055181,82.14536357,174.1025549,174.1025549,1545.76625,-646.5527273,-387.8944318,95.43481061,-234.7805303
2_7,2,7,2021,Loamy,2,524583.5,4521655,481.96875,108.97125,635.5075,1287.2225,342.3799356,27.60724647,113.3080459,201.4646432,237.694918,269.1536371,31.62532427,79.01076162,158.5175513,18.75098806,258.0055181,258.0055181,485.74625,154.9235227,-115.8306818,-69.14643939,398.5932197
2_7,2,7,2022,Loamy,2,524583.5,4521655,268.7875,67.75125,156.01625,492.555,299.6155757,35.90949471,66.20303042,197.5030505,101.9491631,342.3799356,27.60724647,113.3080459,201.4646432,31.62532427,158.5175513,158.5175513,1287.2225,-639.7439773,-329.0119318,-110.3664394,-80.8980303
2_7,2,7,2023,Loamy,2,524583.5,4521655,1714.4025,281.645,609.7575,2619.3675,406.6299279,45.56310654,48.514,312.5528214,207.5960325,299.6155757,35.90949471,66.20303042,197.5030505,27.60724647,201.4646432,201.4646432,492.555,1487.068523,1116.603068,103.5273106,372.8432197
2_8,2,8,2013,Sandy,2,526935.5,4522330,693.195,114.435,22.8,837.09,287.6356817,75.89130796,26.416,185.3283737,120.4268091,217.7196896,85.03851616,18.288,114.3931734,6.725768141,231.3709762,231.3709762,NA,-408.9257955,235.2447727,-232.1242045,-219.9206818
2_8,2,8,2014,Sandy,2,526935.5,4522330,568.20125,346.33,65.525,1125.975,424.4169063,165.935379,76.2,182.2815273,117.7596799,287.6356817,75.89130796,26.416,185.3283737,85.03851616,114.3931734,114.3931734,837.09,-120.0407955,110.2510227,-0.229204545,-177.1956818
2_8,2,8,2015,Sandy,2,526935.5,4522330,608.565,863.26625,145.31375,1617.145,385.325034,67.41651797,60.198,257.7105161,229.1549105,424.4169063,165.935379,76.2,182.2815273,75.89130796,185.3283737,185.3283737,1125.975,371.1292045,150.6147727,516.7070455,-97.40693182
2_8,2,8,2016,Sandy,2,526935.5,4522330,270.98,369.67125,80.325,998.95375,244.2069641,62.47047439,71.374,110.3624897,102.6693464,385.325034,67.41651797,60.198,257.7105161,165.935379,182.2815273,182.2815273,1617.145,-247.0620455,-186.9702273,23.11204545,-162.3956818
2_8,2,8,2017,Sandy,2,526935.5,4522330,309.26,486.39375,356.9575,1709.37375,329.253563,90.45460112,55.88,182.9189619,156.4638048,244.2069641,62.47047439,71.374,110.3624897,67.41651797,257.7105161,257.7105161,998.95375,463.3579545,-148.6902273,139.8345455,114.2368182
2_8,2,8,2018,Sandy,2,526935.5,4522330,203.10125,271.855,81.80625,1018.46875,322.6283018,85.63785601,53.34,183.6504458,175.7028336,329.253563,90.45460112,55.88,182.9189619,62.47047439,110.3624897,110.3624897,1709.37375,-227.5470455,-254.8489773,-74.70420455,-160.9144318
2_8,2,8,2019,Sandy,2,526935.5,4522330,240.33875,500.63625,376.01125,1387.5375,353.6856975,21.06045706,73.93849166,258.6867487,297.4286348,322.6283018,85.63785601,53.34,183.6504458,90.45460112,182.9189619,182.9189619,1018.46875,141.5217045,-217.6114773,154.0770455,133.2905682
2_8,2,8,2020,Sandy,2,526935.5,4522330,191.2225,229.93625,76.735,571.385,296.9854489,47.6713924,80.10881642,169.2052401,191.8498161,353.6856975,21.06045706,73.93849166,258.6867487,85.63785601,183.6504458,183.6504458,1387.5375,-674.6307955,-266.7277273,-116.6229545,-165.9856818
2_8,2,8,2021,Sandy,2,526935.5,4522330,603.85,269.45375,376.59,1490.3525,384.0401635,24.84009587,112.8475318,246.3525358,271.5233298,296.9854489,47.6713924,80.10881642,169.2052401,21.06045706,258.6867487,258.6867487,571.385,244.3367045,145.8997727,-77.10545455,133.8693182
2_8,2,8,2022,Sandy,2,526935.5,4522330,188.86125,58.15875,26.15125,328.77375,287.649445,38.35541537,66.39623591,182.8977938,103.2283349,384.0401635,24.84009587,112.8475318,246.3525358,47.6713924,169.2052401,169.2052401,1490.3525,-917.2420455,-269.0889773,-288.4004545,-216.5694318
2_8,2,8,2023,Sandy,2,526935.5,4522330,1159.8775,302.015,1061.7125,2621.11875,474.8525594,54.97880572,48.514,371.3597536,247.4589806,287.649445,38.35541537,66.39623591,182.8977938,24.84009587,246.3525358,246.3525358,328.77375,1375.102955,701.9272727,-44.54420455,818.9918182
2_9,2,9,2013,Loamy,2,525809,4520400,439.84,64.71875,45.815,600.6275,270.3696766,71.33461801,26.416,172.6190585,119.7504062,193.9167608,81.65639168,18.288,93.9723691,5.309962451,234.8747498,234.8747498,NA,-460.4689394,-147.9457955,-54.98545455,-199.1502652
2_9,2,9,2014,Loamy,2,525809,4520400,561.74125,143.3625,142.1525,1240.34,445.0360605,184.4605683,76.2,184.3754922,130.7176141,270.3696766,71.33461801,26.416,172.6190585,81.65639168,93.9723691,93.9723691,600.6275,179.2435606,-26.04454545,23.65829545,-102.8127652
2_9,2,9,2015,Loamy,2,525809,4520400,568.875,373.91,80.05625,1058.02625,377.5242608,72.70399146,60.198,244.6222694,222.406794,445.0360605,184.4605683,76.2,184.3754922,71.33461801,172.6190585,172.6190585,1240.34,-3.070189394,-18.91079545,254.2057955,-164.9090152
2_9,2,9,2016,Loamy,2,525809,4520400,207.9,96.65,188.6329167,879.0895833,239.9547224,60.0392003,71.374,108.5415221,105.8045553,377.5242608,72.70399146,60.198,244.6222694,184.4605683,184.3754922,184.3754922,1058.02625,-182.0068561,-379.8857955,-23.05420455,-56.33234848
2_9,2,9,2017,Loamy,2,525809,4520400,729.12125,105.2175,195.23125,1036.87125,318.9921528,63.92441759,55.88,199.1877352,158.9943141,239.9547224,60.0392003,71.374,108.5415221,72.70399146,244.6222694,244.6222694,879.0895833,-24.22518939,141.3354545,-14.48670455,-49.73401515
2_9,2,9,2018,Loamy,2,525809,4520400,352.99125,87.0525,120.4875,775.07125,324.1486956,81.41924128,53.34,189.3894543,180.7113787,318.9921528,63.92441759,55.88,199.1877352,60.0392003,108.5415221,108.5415221,1036.87125,-286.0251894,-234.7945455,-32.65170455,-124.4777652
2_9,2,9,2019,Loamy,2,525809,4520400,579.72375,138.4425,360.9425,1109.64625,346.4376978,20.90401001,76.3230002,249.2106876,292.2071392,324.1486956,81.41924128,53.34,189.3894543,63.92441759,199.1877352,199.1877352,775.07125,48.54981061,-8.062045455,18.73829545,115.9772348
2_9,2,9,2020,Loamy,2,525809,4520400,207.845,33.41625,13.96,255.22125,282.8935027,33.5861178,79.58754174,169.7198432,199.8994166,346.4376978,20.90401001,76.3230002,249.2106876,81.41924128,189.3894543,189.3894543,1109.64625,-805.8751894,-379.9407955,-86.28795455,-231.0052652
2_9,2,9,2021,Loamy,2,525809,4520400,779.8775,147.3125,1099.81,2080.1925,384.0613127,22.55568251,112.5831303,248.9224999,283.2926721,282.8935027,33.5861178,79.58754174,169.7198432,20.90401001,249.2106876,249.2106876,255.22125,1019.096061,192.0917045,27.60829545,854.8447348
2_9,2,9,2022,Loamy,2,525809,4520400,177.03125,27.83125,82.99,306.02375,284.8176584,35.51486075,66.06519872,183.2375989,108.0229126,384.0613127,22.55568251,112.5831303,248.9224999,33.5861178,169.7198432,169.7198432,2080.1925,-755.0726894,-410.7545455,-91.87295455,-161.9752652
2_9,2,9,2023,Loamy,2,525809,4520400,1860.6975,98.8325,364.54,2330.95125,449.6748301,47.73574628,48.514,353.4250839,249.062982,284.8176584,35.51486075,66.06519872,183.2375989,22.55568251,248.9224999,248.9224999,306.02375,1269.854811,1272.911705,-20.87170455,119.5747348
3_1,3,1,2013,Loamy,3,519800.5,4520655,434.5716667,131.34375,10.5,777.8804167,264.2623004,72.43157604,26.416,165.4147243,121.0978999,197.8760528,89.81240607,18.288,89.77564669,10.07800821,216.3791767,216.3791767,NA,-38.0680303,58.09549242,-54.79409091,-113.9690909
3_1,3,1,2014,Loamy,3,519800.5,4520655,497.36125,139.0575,213.25875,934.8125,483.0274257,209.5498667,76.2,197.277559,152.2139951,264.2623004,72.43157604,26.416,165.4147243,89.81240607,89.77564669,89.77564669,777.8804167,118.864053,120.8850758,-47.08034091,88.78965909
3_1,3,1,2015,Loamy,3,519800.5,4520655,795.1175,281.54375,90.5525,1247.47125,410.2325441,68.93297866,60.198,281.1015655,251.2064207,483.0274257,209.5498667,76.2,197.277559,72.43157604,165.4147243,165.4147243,934.8125,431.522803,418.6413258,95.40590909,-33.91659091
3_1,3,1,2016,Loamy,3,519800.5,4520655,301.05375,237.68,65.79375,862.79375,251.0316821,64.50716248,71.374,115.1505196,111.3360116,410.2325441,68.93297866,60.198,281.1015655,209.5498667,197.277559,197.277559,1247.47125,46.84530303,-75.42242424,51.54215909,-58.67534091
3_1,3,1,2017,Loamy,3,519800.5,4520655,288.4075,95.4625,79.115,643.55,268.0884383,35.43917594,55.88,176.7692623,157.769364,251.0316821,64.50716248,71.374,115.1505196,68.93297866,281.1015655,281.1015655,862.79375,-172.398447,-88.06867424,-90.67534091,-45.35409091
3_1,3,1,2018,Loamy,3,519800.5,4520655,202.76375,151.30125,16.93875,490.08,302.0798062,84.37647802,53.34,164.3633282,160.4454895,268.0884383,35.43917594,55.88,176.7692623,64.50716248,115.1505196,115.1505196,643.55,-325.868447,-173.7124242,-34.83659091,-107.5303409
3_1,3,1,2019,Loamy,3,519800.5,4520655,333.2725,265.94125,276.7875,1024.0125,358.1600243,14.43706383,85.94623262,257.7767279,293.3493075,302.0798062,84.37647802,53.34,164.3633282,35.43917594,176.7692623,176.7692623,490.08,208.064053,-43.20367424,79.80340909,152.3184091
3_1,3,1,2020,Loamy,3,519800.5,4520655,107.7,211.36875,7.25875,328.44,264.4374741,33.40207731,77.5804949,153.4549019,175.8670559,358.1600243,14.43706383,85.94623262,257.7767279,84.37647802,164.3633282,164.3633282,1024.0125,-487.508447,-268.7761742,25.23090909,-117.2103409
3_1,3,1,2021,Loamy,3,519800.5,4520655,256.625,262.26375,39.80625,897.6725,360.0153121,30.22271696,111.9974005,217.7951947,241.4042601,264.4374741,33.40207731,77.5804949,153.4549019,14.43706383,257.7767279,257.7767279,328.44,81.72405303,-119.8511742,76.12590909,-84.66284091
3_1,3,1,2022,Loamy,3,519800.5,4520655,72.6025,27.65625,9.0025,111.78375,228.637013,37.5563462,64.79711956,126.2835473,92.02060805,360.0153121,30.22271696,111.9974005,217.7951947,33.40207731,153.4549019,153.4549019,897.6725,-704.164697,-303.8736742,-158.4815909,-115.4665909
3_1,3,1,2023,Loamy,3,519800.5,4520655,851.7625,243.8975,560.14625,1656.93625,403.9534491,47.15943967,48.514,308.2800094,227.4025612,228.637013,37.5563462,64.79711956,126.2835473,30.22271696,217.7951947,217.7951947,111.78375,840.987803,475.2863258,57.75965909,435.6771591
3_10,3,10,2013,Sandy,3,526050,4518720,547.2775,253.15375,40.09625,886.0725,262.0503636,72.82892922,26.416,162.8054344,116.11107,200.1105804,77.67987127,18.288,104.1427091,5.053672906,238.613861,238.613861,NA,-470.10375,215.3927273,-377.5113636,-321.1270455
3_10,3,10,2014,Sandy,3,526050,4518720,616.97625,648.32375,96.605,1428.57375,460.6050905,182.8757113,76.2,201.5293792,138.8521419,262.0503636,72.82892922,26.416,162.8054344,77.67987127,104.1427091,104.1427091,886.0725,72.3975,285.0914773,17.65863636,-264.6182955
3_10,3,10,2015,Sandy,3,526050,4518720,567.2575,668.50625,168.25375,1445.2575,371.3694196,71.6339567,60.198,239.537463,217.1594274,460.6050905,182.8757113,76.2,201.5293792,72.82892922,162.8054344,162.8054344,1428.57375,89.08125,235.3727273,37.84113636,-192.9695455
3_10,3,10,2016,Sandy,3,526050,4518720,291.63375,750.17625,196.7775,1293.7525,229.2503182,56.94911332,71.374,100.9272049,102.1915448,371.3694196,71.6339567,60.198,239.537463,182.8757113,201.5293792,201.5293792,1445.2575,-62.42375,-40.25102273,119.5111364,-164.4457955
3_10,3,10,2017,Sandy,3,526050,4518720,210.7025,814.89625,140.33375,1166.8075,296.6528879,53.96466484,55.88,186.8082231,150.4392592,229.2503182,56.94911332,71.374,100.9272049,71.6339567,239.537463,239.537463,1293.7525,-189.36875,-121.1822727,184.2311364,-220.8895455
3_10,3,10,2018,Sandy,3,526050,4518720,273.2,617.51375,107.97625,1061.12,292.7599072,78.70644125,53.34,160.7134659,158.3265174,296.6528879,53.96466484,55.88,186.8082231,56.94911332,100.9272049,100.9272049,1166.8075,-295.05625,-58.68477273,-13.15136364,-253.2470455
3_10,3,10,2019,Sandy,3,526050,4518720,196.89875,396.6225,567.40875,1171.345,338.8112904,18.30222068,87.92594597,232.5831237,286.0000039,292.7599072,78.70644125,53.34,160.7134659,53.96466484,186.8082231,186.8082231,1061.12,-184.83125,-134.9860227,-234.0426136,206.1854545
3_10,3,10,2020,Sandy,3,526050,4518720,128.97875,373.02375,56.3225,561.0625,266.3932757,33.67255989,84.27789334,148.4428225,184.7918409,338.8112904,18.30222068,87.92594597,232.5831237,78.70644125,160.7134659,160.7134659,1171.345,-795.11375,-202.9060227,-257.6413636,-304.9007955
3_10,3,10,2021,Sandy,3,526050,4518720,295.08375,675.2275,1509.9025,2551.57125,455.4904125,24.17363837,112.5564507,318.7603234,345.9343014,266.3932757,33.67255989,84.27789334,148.4428225,18.30222068,232.5831237,232.5831237,561.0625,1195.395,-36.80102273,44.56238636,1148.679205
3_10,3,10,2022,Sandy,3,526050,4518720,125.36625,234.525,121.29,481.18125,276.1552591,40.89347981,67.52159838,167.7401809,109.1316841,455.4904125,24.17363837,112.5564507,318.7603234,33.67255989,148.4428225,148.4428225,2551.57125,-874.995,-206.5185227,-396.1401136,-239.9332955
3_10,3,10,2023,Sandy,3,526050,4518720,397.3575,1505.3475,968.49,2871.195,457.5702226,46.76650248,48.514,362.2897201,267.5875091,276.1552591,40.89347981,67.52159838,167.7401809,24.17363837,318.7603234,318.7603234,481.18125,1515.01875,65.47272727,874.6823864,607.2667045
3_2,3,2,2013,Loamy,3,520370,4518830,429.9295833,44.46958333,142.0825,848.4429167,249.3213482,67.48526144,26.416,155.4200868,120.959564,210.0283916,90.54400554,18.288,101.1963861,10.09939674,213.2938355,213.2938355,NA,-230.739053,7.689393939,-175.8627652,-125.5096591
3_2,3,2,2014,Loamy,3,520370,4518830,575.86875,27.38,70.77375,952.405,498.5414626,193.4686427,76.2,228.8728199,173.2289364,249.3213482,67.48526144,26.416,155.4200868,90.54400554,101.1963861,101.1963861,848.4429167,-126.7769697,153.6285606,-192.9523485,-196.8184091
3_2,3,2,2015,Loamy,3,520370,4518830,805.54375,140.47,153.05,1196.8125,402.5155748,70.35854925,60.198,271.9590255,245.486088,498.5414626,193.4686427,76.2,228.8728199,67.48526144,155.4200868,155.4200868,952.405,117.6305303,383.3035606,-79.86234848,-114.5421591
3_2,3,2,2016,Loamy,3,520370,4518830,332.13625,60.00875,17.08875,743.9925,239.7049709,59.13723854,71.374,109.1937324,107.6777781,402.5155748,70.35854925,60.198,271.9590255,193.4686427,228.8728199,228.8728199,1196.8125,-335.1894697,-90.10393939,-160.3235985,-250.5034091
3_2,3,2,2017,Loamy,3,520370,4518830,467.9625,134.95375,148.27375,822.50125,303.8631286,48.99995434,55.88,198.9831742,165.9734333,239.7049709,59.13723854,71.374,109.1937324,70.35854925,271.9590255,271.9590255,743.9925,-256.6807197,45.72231061,-85.37859848,-119.3184091
3_2,3,2,2018,Loamy,3,520370,4518830,262.70625,357.025,64.51625,879.00875,301.7249642,88.64136661,53.34,159.7435976,155.8139647,303.8631286,48.99995434,55.88,198.9831742,59.13723854,109.1937324,109.1937324,822.50125,-200.1732197,-159.5339394,136.6926515,-203.0759091
3_2,3,2,2019,Loamy,3,520370,4518830,433.5575,275.8525,483.48,1374.8675,348.0004985,14.73078559,88.83203471,244.4376782,287.1766821,301.7249642,88.64136661,53.34,159.7435976,48.99995434,198.9831742,198.9831742,879.00875,295.6855303,11.31731061,55.52015152,215.8878409
3_2,3,2,2020,Loamy,3,520370,4518830,96.2025,219.64375,6.76,396.2375,273.7590092,37.19756118,80.55520863,156.0062393,186.5706126,348.0004985,14.73078559,88.83203471,244.4376782,88.64136661,159.7435976,159.7435976,1374.8675,-682.9444697,-326.0376894,-0.688598485,-260.8321591
3_2,3,2,2021,Loamy,3,520370,4518830,430.32,471.875,251.96375,1442.6175,386.3313507,29.76364314,113.191902,243.3758056,279.7090258,273.7590092,37.19756118,80.55520863,156.0062393,14.73078559,244.4376782,244.4376782,396.2375,363.4355303,8.079810606,251.5426515,-15.62840909
3_2,3,2,2022,Loamy,3,520370,4518830,71.40625,109.0975,4.285,184.78875,245.223397,46.70061801,66.01028816,132.5124908,97.41648393,386.3313507,29.76364314,113.191902,243.3758056,37.19756118,156.0062393,156.0062393,1442.6175,-894.3932197,-350.8339394,-111.2348485,-263.3071591
3_2,3,2,2023,Loamy,3,520370,4518830,739.00875,582.88,1601.24,3029.3275,402.5112835,50.02388286,48.514,303.9734007,240.8795127,245.223397,46.70061801,66.01028816,132.5124908,29.76364314,243.3758056,243.3758056,184.78875,1950.14553,316.7685606,362.5476515,1333.647841
3_3,3,3,2013,Loamy,3,521665,4517420,296.21,113.9625,165.09125,751.58875,256.9602654,73.24529398,26.416,157.2989714,119.4301062,207.2870547,88.91762285,18.288,100.0814319,9.358835769,210.054815,210.054815,NA,-302.2805682,-78.23011364,-35.15746212,-140.5838636
3_3,3,3,2014,Loamy,3,521665,4517420,208.7529167,52.60916667,487.22375,1216.345833,492.9294214,189.3976853,76.2,227.3317361,165.5590146,256.9602654,73.24529398,26.416,157.2989714,88.91762285,100.0814319,100.0814319,751.58875,162.4765152,-165.687197,-96.51079545,181.5486364
3_3,3,3,2015,Loamy,3,521665,4517420,308.99375,164.5525,848.73625,1379.66875,403.4036048,77.68327296,60.198,265.5223319,236.3859359,492.9294214,189.3976853,76.2,227.3317361,73.24529398,157.2989714,157.2989714,1216.345833,325.7994318,-65.44636364,15.43253788,543.0611364
3_3,3,3,2016,Loamy,3,521665,4517420,179.42125,78.175,86.585,726.705,234.8540469,57.64084219,71.374,105.8392047,105.5456436,403.4036048,77.68327296,60.198,265.5223319,189.3976853,227.3317361,227.3317361,1379.66875,-327.1643182,-195.0188636,-70.94496212,-219.0901136
3_3,3,3,2017,Loamy,3,521665,4517420,541.76375,159.70875,198.1225,1044.0325,294.2457173,42.48026665,55.88,195.8854506,160.0790121,234.8540469,57.64084219,71.374,105.8392047,77.68327296,265.5223319,265.5223319,726.705,-9.836818182,167.3236364,10.58878788,-107.5526136
3_3,3,3,2018,Loamy,3,521665,4517420,174.3983333,106.2729167,162.2875,735.1541667,300.076035,86.23491007,53.34,160.501125,159.8890886,294.2457173,42.48026665,55.88,195.8854506,57.64084219,105.8392047,105.8392047,1044.0325,-318.7151515,-200.0417803,-42.84704545,-143.3876136
3_3,3,3,2019,Loamy,3,521665,4517420,240.855,98.33,359.33375,1005.5525,341.3076089,13.3397805,89.09518472,238.8726437,282.731347,300.076035,86.23491007,53.34,160.501125,42.48026665,195.8854506,195.8854506,735.1541667,-48.31681818,-133.5851136,-50.78996212,53.65863636
3_3,3,3,2020,Loamy,3,521665,4517420,103.535,37.35,8.8875,219.95375,303.7882554,41.01840291,79.26146448,183.508388,190.9435236,341.3076089,13.3397805,89.09518472,238.8726437,86.23491007,160.501125,160.501125,1005.5525,-833.9155682,-270.9051136,-111.7699621,-296.7876136
3_3,3,3,2021,Loamy,3,521665,4517420,513.10375,215.8025,433.295,1726.93625,424.5588242,25.16432817,115.1614712,284.2330248,315.3113845,303.7882554,41.01840291,79.26146448,183.508388,13.3397805,238.8726437,238.8726437,219.95375,673.0669318,138.6636364,66.68253788,127.6198864
3_3,3,3,2022,Loamy,3,521665,4517420,327.04125,54.815,120.125,507.43125,241.9080253,52.66392893,66.06473927,123.1793572,94.22420713,424.5588242,25.16432817,115.1614712,284.2330248,41.01840291,183.508388,183.508388,1726.93625,-546.4380682,-47.39886364,-94.30496212,-185.5501136
3_3,3,3,2023,Loamy,3,521665,4517420,1224.76625,558.74125,492.73875,2279.19375,372.7877738,38.06035373,48.514,286.2134201,228.6691178,241.9080253,52.66392893,66.06473927,123.1793572,25.16432817,284.2330248,284.2330248,507.43125,1225.324432,850.3261364,409.6212879,187.0636364
3_4,3,4,2013,Loamy,3,523325.5,4517220,330.7875,128.7625,107.90875,574.59,236.3460974,66.03614377,26.416,143.8939536,114.0494022,209.0402605,80.96836754,18.288,109.7838929,8.184643447,196.267032,196.267032,NA,-441.4565909,-63.34795455,-191.5927273,-38.55147727
3_4,3,4,2014,Loamy,3,523325.5,4517220,447.04125,135.28875,100.0375,939.6925,497.9125343,189.2740724,76.2,232.438462,158.107715,236.3460974,66.03614377,26.416,143.8939536,80.96836754,109.7838929,109.7838929,574.59,-76.35409091,52.90579545,-185.0664773,-46.42272727
3_4,3,4,2015,Loamy,3,523325.5,4517220,533.01375,671.39875,244.005,1460.05625,409.1605475,80.17084809,60.198,268.7916994,240.8564796,497.9125343,189.2740724,76.2,232.438462,66.03614377,143.8939536,143.8939536,939.6925,444.0096591,138.8782955,351.0435227,97.54477273
3_4,3,4,2016,Loamy,3,523325.5,4517220,306.03125,295.805,140.065,1457.29875,236.8327988,58.08864339,71.374,107.3701554,109.248584,409.1605475,80.17084809,60.198,268.7916994,189.2740724,232.438462,232.438462,1460.05625,441.2521591,-88.10420455,-24.55022727,-6.395227273
3_4,3,4,2017,Loamy,3,523325.5,4517220,362.00375,371.75875,83.08375,817.95625,292.8301713,49.93623797,55.88,187.0139333,147.5866952,236.8327988,58.08864339,71.374,107.3701554,80.17084809,268.7916994,268.7916994,1457.29875,-198.0903409,-32.13170455,51.40352273,-63.37647727
3_4,3,4,2018,Loamy,3,523325.5,4517220,268.89375,205.92875,23.6125,774.9325,294.8695471,83.66138585,53.34,157.8681613,157.6029207,292.8301713,49.93623797,55.88,187.0139333,58.08864339,107.3701554,107.3701554,817.95625,-241.1140909,-125.2417045,-114.4264773,-122.8477273
3_4,3,4,2019,Loamy,3,523325.5,4517220,335.4825,606.14125,428.77375,1416.88375,335.6505078,14.3997302,90.65515669,230.5956209,278.7520885,294.8695471,83.66138585,53.34,157.8681613,49.93623797,187.0139333,187.0139333,774.9325,400.8371591,-58.65295455,285.7860227,282.3135227
3_4,3,4,2020,Loamy,3,523325.5,4517220,91.41875,89.71,0.39,188.845,275.6788453,40.83500767,81.7493698,153.0944678,181.4211515,335.6505078,14.3997302,90.65515669,230.5956209,83.66138585,157.8681613,157.8681613,1416.88375,-827.2015909,-302.7167045,-230.6452273,-146.0702273
3_4,3,4,2021,Loamy,3,523325.5,4517220,499.9975,643.51125,219.255,1680.94375,465.5818031,29.86526437,113.4504987,322.26604,353.0389751,275.6788453,40.83500767,81.7493698,153.0944678,14.3997302,230.5956209,230.5956209,188.845,664.8971591,105.8620455,323.1560227,72.79477273
3_4,3,4,2022,Loamy,3,523325.5,4517220,120.23125,181.64875,8.75875,361.875,279.155818,55.44221618,67.43289302,156.2807088,109.807248,465.5818031,29.86526437,113.4504987,322.26604,40.83500767,153.0944678,153.0944678,1680.94375,-654.1715909,-273.9042045,-138.7064773,-137.7014773
3_4,3,4,2023,Loamy,3,523325.5,4517220,1040.58875,193.95375,255.1725,1503.43875,389.4483053,45.08655844,48.514,295.8477469,240.4016855,279.155818,55.44221618,67.43289302,156.2807088,29.86526437,322.26604,322.26604,361.875,487.3921591,646.4532955,-126.4014773,108.7122727
3_5,3,5,2013,Loamy,3,525074,4515865,485.72,11.75,28.88333333,526.3533333,247.7228949,69.10422999,26.416,152.2026649,114.9284049,205.6754999,78.90161391,18.288,108.485886,7.954679676,217.5402826,217.5402826,NA,-594.0400379,-0.808409091,-255.0532955,-290.3273106
3_5,3,5,2014,Loamy,3,525074,4515865,427.26,119.1425,203.64125,871.94625,465.3133917,169.3065451,76.2,219.8068467,142.8148819,247.7228949,69.10422999,26.416,152.2026649,78.90161391,108.485886,108.485886,526.3533333,-248.4471212,-59.26840909,-147.6607955,-115.5693939
3_5,3,5,2015,Loamy,3,525074,4515865,1334.3875,237.95,233.71125,1858.7925,395.703047,70.79207475,60.198,264.7129723,232.2579391,465.3133917,169.3065451,76.2,219.8068467,69.10422999,152.2026649,152.2026649,871.94625,738.3991288,847.8590909,-28.85329545,-85.49939394
3_5,3,5,2016,Loamy,3,525074,4515865,341.285,209.6925,30.5425,801.44125,221.1406443,54.45495179,71.374,95.3116925,100.9085912,395.703047,70.79207475,60.198,264.7129723,169.3065451,219.8068467,219.8068467,1858.7925,-318.9521212,-145.2434091,-57.11079545,-288.6681439
